FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;"VAL ESTAT";ADQNIF;ERRO
INTRA-EX;202405;513881387;AC-200-HS;87089997;CZ;PT;10;EXW;11;3;;0,5;3,000;46;;CZ05681197;
INTRA-EX;202405;513881387;TS-0223-1063;87089997;HU;PT;10;EXW;11;3;;0,4;2,000;298;;HU25464285;
INTRA-EX;202405;513881387;PF04;90262020;HU;PT;10;EXW;11;3;;0,2;1,000;159;;HU25464285;
INTRA-EX;202405;513881387;AC-OPC-DP;87089235;HU;PT;10;EXW;11;3;;1,7;1,000;65;;HU25464285;
INTRA-EX;202405;513881387;L3P3VGR8;87089997;HU;PT;10;EXW;11;3;;0,3;1,000;252;;HU25464285;
INTRA-EX;202405;513881387;P3ESVA;87089997;HU;PT;10;EXW;11;3;;0,1;1,000;55;;HU25464285;
INTRA-EX;202405;513881387;AC-211-IT;84198998;HU;PT;10;EXW;11;3;;5,5;2,000;250;;HU25464285;
INTRA-EX;202405;513881387;MS100204;85111000;HU;PT;10;EXW;11;3;;0,3;4,000;149;;HU25464285;
INTRA-EX;202405;513881387;AC-200-IT;84198998;HU;PT;10;EXW;11;3;;5;2,000;250;;HU25464285;
INTRA-EX;202405;513881387;AC-45S-DP;87089235;RO;PT;10;EXW;11;3;;5,2;1,000;374;;RO30559579;
INTRA-EX;202405;513881387;MS100192-5;84099100;RO;PT;10;EXW;11;3;;1,5;1,000;230;;RO30559579;
INTRA-EX;202405;513881387;10.127.203K;84132000;DE;PT;10;EXW;11;3;;0,3;3,000;682;;DE181881308;
INTRA-EX;202405;513881387;10.127.100K;84132000;DE;PT;10;EXW;11;3;;0,3;6,000;1364;;DE181881308;
INTRA-EX;202405;513881387;VWR1200R600E;84213100;PL;PT;10;EXW;11;3;;5,2;2,000;619;;PL8141683531;
INTRA-EX;202405;513881387;MS100204;85111000;PL;PT;10;EXW;11;3;;0,3;4,000;149;;PL8141683531;
INTRA-EX;202405;513881387;MS100192;85111000;PL;PT;10;EXW;11;3;;0,3;3,000;112;;PL8141683531;
INTRA-EX;202405;513881387;AC-FIST7-BAD;87089997;PL;PT;10;EXW;11;3;;0,5;1,000;39;;PL8141683531;
INTRA-EX;202405;513881387;SRNPC027;87089235;PL;PT;10;EXW;11;3;;8;1,000;262;;PL8141683531;
INTRA-EX;202405;513881387;BKR8EIX-4;85111000;BE;PT;10;EXW;11;3;;0,2;1,000;40;;BE0775777789;
INTRA-EX;202405;513881387;MS100208-4;84099100;BE;PT;10;EXW;11;3;;1,1;1,000;124;;BE0775777789;
INTRA-EX;202405;513881387;AC-MK7-IT;84198998;BE;PT;10;EXW;11;3;;4,3;1,000;144;;BE0701789159;
INTRA-EX;202405;513881387;VWR12P2GTG;84213100;BE;PT;10;EXW;11;3;;2,1;1,000;444;;BE0670639687;
INTRA-EX;202405;513881387;AC-S55-MP;87089235;BE;PT;10;EXW;11;3;;15;2,000;699;;BE0800520610;
INTRA-EX;202405;513881387;SFDS074;87089235;BE;PT;10;EXW;11;3;;21;1,000;398;;BE0897334033;
INTRA-EX;202405;513881387;EVE-B58-CF-INT;84213100;BE;PT;10;EXW;11;3;;5;1,000;928;;BE0740963105;
INTRA-EX;202405;513881387;SBMC067;87089235;BE;PT;10;EXW;11;3;;2,3;1,000;173;;BE0719524422;
INTRA-EX;202405;513881387;VWR160001;87089997;IT;PT;10;EXW;11;3;;0,4;5,000;429;;IT03943631204;
INTRA-EX;202405;513881387;VWR12G7R600ITINLET;87089997;IT;PT;10;EXW;11;3;;0,4;4,000;401;;IT03943631204;
INTRA-EX;202405;513881387;AC-300-CP;84099100;IT;PT;10;EXW;11;3;;0,3;12,000;142;;IT03943631204;
INTRA-EX;202405;513881387;AC-45S-DP;87089235;IT;PT;10;EXW;11;3;;5,2;2,000;498;;IT03943631204;
INTRA-EX;202405;513881387;CTS-IT-255R;87089135;IT;PT;10;EXW;11;3;;8;1,000;284;;IT02710790060;
INTRA-EX;202405;513881387;BMR72Z;87089997;IT;PT;10;EXW;11;3;;3,9;1,000;129;;IT03002640732;
INTRA-EX;202405;513881387;SVWC064;87089235;IT;PT;10;EXW;11;3;;10;1,000;292;;IT08063310968;
INTRA-EX;202405;513881387;ACSP1;84099100;IT;PT;10;EXW;11;3;;0,5;1,000;18;;IT08063310968;
INTRA-EX;202405;513881387;GSJ78-91AS2;8708803590;IT;PT;10;EXW;11;3;;24;1,000;571;;IT02710790060;
INTRA-EX;202405;513881387;VWR140010;40093100;IT;PT;10;EXW;11;3;;1,7;1,000;158;;IT03656931205;
INTRA-EX;202405;513881387;AC-180-EXM;84198998;IT;PT;10;EXW;11;3;;4,8;1,000;214;;IT02710790060;
INTRA-EX;202405;513881387;CS57-AR60046;84213100;IT;PT;10;EXW;11;3;;0,5;1,000;48;;IT03656931205;
INTRA-EX;202405;513881387;CTS-IT-280;87089235;IT;PT;10;EXW;11;3;;1,5;1,000;127;;IT14481871003;
INTRA-EX;202405;513881387;VWR120003;87089997;IT;PT;10;EXW;11;3;;1,3;1,000;178;;IT10491230966;
INTRA-EX;202405;513881387;VWR17G8R600;84213100;IT;PT;10;EXW;11;3;;0,2;1,000;38;;IT10491230966;
INTRA-EX;202405;513881387;216BFWAOTSM;90269000;NL;PT;10;EXW;11;3;;0,3;1,000;29;;NL002241494B08;
INTRA-EX;202405;513881387;216BFWABOSM;90262020;NL;PT;10;EXW;11;3;;0,3;1,000;22;;NL002241494B08;
INTRA-EX;202405;513881387;17U-00-0750-5;87089997;NL;PT;10;EXW;11;3;;0,3;1,000;374;;NL002241494B08;
INTRA-EX;202405;513881387;L3P3BG2X;87089997;NL;PT;10;EXW;11;3;;0,3;1,000;252;;NL002241494B08;
INTRA-EX;202405;513881387;R7437-9;85111000;NL;PT;10;EXW;11;3;;0,1;4,000;140;;NL002241494B08;
INTRA-EX;202405;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;4,000;119;;NL002241494B08;
INTRA-EX;202405;513881387;VWR12G7R600ITBLA;84213100;NL;PT;10;EXW;11;3;;0,8;1,000;76;;NL002241494B08;
INTRA-EX;202405;513881387;VWR17G7R600;40091100;NL;PT;10;EXW;11;3;;0,2;1,000;38;;NL002241494B08;
INTRA-EX;202405;513881387;R7437-8;85111000;NL;PT;10;EXW;11;3;;0,1;4,000;137;;NL002241494B08;
INTRA-EX;202405;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;4,000;119;;NL002241494B08;
INTRA-EX;202405;513881387;R7438-9;84099100;NL;PT;10;EXW;11;3;;0,1;4,000;133;;NL002241494B08;
INTRA-EX;202405;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;4,000;119;;NL002241494B08;
INTRA-EX;202405;513881387;R7437-8;85111000;NL;PT;10;EXW;11;3;;0,1;4,000;137;;NL002241494B08;
INTRA-EX;202405;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;4,000;119;;NL002241494B08;
INTRA-EX;202405;513881387;AC-MK7-GFH;87089997;NL;PT;10;EXW;11;3;;0,4;1,000;29;;NL002241494B08;
INTRA-EX;202405;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;4,000;119;;NL002241494B08;
INTRA-EX;202405;513881387;R7437-8;85111000;NL;PT;10;EXW;11;3;;0,1;4,000;137;;NL002241494B08;
INTRA-EX;202405;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;4,000;119;;NL002241494B08;
INTRA-EX;202405;513881387;R7437-9;85111000;NL;PT;10;EXW;11;3;;0,1;4,000;140;;NL002241494B08;
INTRA-EX;202405;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;4,000;119;;NL002241494B08;
INTRA-EX;202405;513881387;MS100192;85111000;NL;PT;10;EXW;11;3;;0,3;30,000;1121;;NL002241494B08;
INTRA-EX;202405;513881387;R7438-9;84099100;NL;PT;10;EXW;11;3;;0,1;2,000;66;;NL002241494B08;
INTRA-EX;202405;513881387;BKR7EIX;85111000;NL;PT;10;EXW;11;3;;0,1;30,000;257;;NL002241494B08;
INTRA-EX;202405;513881387;MS100219;85111000;NL;PT;10;EXW;11;3;;0,3;1,000;41;;NL002241494B08;
INTRA-EX;202405;513881387;BKR7EIX;85111000;NL;PT;10;EXW;11;3;;0,1;4,000;34;;NL002241494B08;
INTRA-EX;202405;513881387;BKR7EIX;85111000;NL;PT;10;EXW;11;3;;0,1;4,000;34;;NL002241494B08;
INTRA-EX;202405;513881387;SPGS022;87089235;NL;PT;10;EXW;11;3;;20,5;1,000;470;;NL002241494B08;
INTRA-EX;202405;513881387;1K0253144BD;40091100;NL;PT;10;EXW;11;3;;0,2;1,000;6;;NL002241494B08;
INTRA-EX;202405;513881387;MMAI-MIN-14WBK;84213100;NL;PT;10;EXW;11;3;;3,7;1,000;185;;NL002241494B08;
INTRA-EX;202405;513881387;R7437-8;85111000;NL;PT;10;EXW;11;3;;0,1;4,000;137;;NL002241494B08;
INTRA-EX;202405;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;4,000;119;;NL002241494B08;
INTRA-EX;202405;513881387;MMHOSE-350Z-03RD;40093100;NL;PT;10;EXW;11;3;;1;1,000;78;;NL002241494B08;
INTRA-EX;202405;513881387;MMTS-350Z-03L;90321020;NL;PT;10;EXW;11;3;;0,3;1,000;35;;NL002241494B08;
INTRA-EX;202405;513881387;AC-200-DB;87089997;NL;PT;10;EXW;11;3;;0,6;1,000;49;;NL002241494B08;
INTRA-EX;202405;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;4,000;119;;NL002241494B08;
INTRA-EX;202405;513881387;EVE-F56-LCI-CF-INT;84213100;NL;PT;10;EXW;11;3;;4,9;1,000;1156;;NL002254344B79;
INTRA-EX;202405;513881387;VWR670006;87089235;NL;PT;10;EXW;11;3;;2,8;1,000;119;;NL002254344B79;
INTRA-EX;202405;513881387;VWR69G7KIT;87083091;NL;PT;10;EXW;11;3;;0,5;1,000;105;;NL002254344B79;
INTRA-EX;202405;513881387;VWR120010;40091100;NL;PT;10;EXW;11;3;;1,4;1,000;178;;NL002254344B79;
INTRA-EX;202405;513881387;CTS-IGN-006;84099100;NL;PT;10;EXW;11;3;;0,3;8,000;239;;NL002254344B79;
INTRA-EX;202405;513881387;SILFER8C7ES;85111000;NL;PT;10;EXW;11;3;;0,1;16,000;152;;NL002254344B79;
INTRA-EX;202405;513881387;VWR800003;58109210;NL;PT;10;EXW;11;3;;0,1;1,000;7;;NL002254344B79;
INTRA-EX;202405;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;20,000;599;;NL002254344B79;
INTRA-EX;202405;513881387;R7437-9;85111000;NL;PT;10;EXW;11;3;;0,1;4,000;140;;NL002241494B08;
INTRA-EX;202405;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;4,000;119;;NL002241494B08;
INTRA-EX;202405;513881387;VWR120010;40091100;NL;PT;10;EXW;11;3;;1,4;1,000;178;;NL002241494B08;
INTRA-EX;202405;513881387;VWR1200R600E;84213100;NL;PT;10;EXW;11;3;;5,2;1,000;309;;NL002241494B08;
INTRA-EX;202405;513881387;VWR120010;40091100;NL;PT;10;EXW;11;3;;1,4;1,000;178;;NL002241494B08;
INTRA-EX;202405;513881387;MMSBH-RX8-04K;40093100;NL;PT;10;EXW;11;3;;3,7;1,000;305;;NL002241494B08;
INTRA-EX;202405;513881387;AC-VR6-CH-BK;40093100;NL;PT;10;EXW;11;3;;2,8;1,000;94;;NL002241494B08;
INTRA-EX;202405;513881387;AC-BM-ODP;87089997;NL;PT;10;EXW;11;3;;0,1;1,000;8;;NL002241494B08;
INTRA-EX;202405;513881387;9-651-1017;84133080;NL;PT;10;EXW;11;3;;0,5;1,000;103;;NL002241494B08;
INTRA-EX;202405;513881387;VWR190003;87089997;NL;PT;10;EXW;11;3;;0,4;1,000;81;;NL002254344B79;
INTRA-EX;202405;513881387;VWR190001;87089997;NL;PT;10;EXW;11;3;;0,4;1,000;80;;NL002254344B79;
INTRA-EX;202405;513881387;VWR12P1GT;84213100;NL;PT;10;EXW;11;3;;2,8;1,000;285;;NL002254344B79;
INTRA-EX;202405;513881387;MS100192;85111000;NL;PT;10;EXW;11;3;;0,3;7,000;261;;NL002254344B79;
INTRA-EX;202405;513881387;VWR12G7R600ITBLA;84213100;NL;PT;10;EXW;11;3;;0,8;4,000;305;;NL002254344B79;
INTRA-EX;202405;513881387;SILZKGR8C8S;85111000;NL;PT;10;EXW;11;3;;0,1;4,000;60;;NL002254344B79;
INTRA-EX;202405;513881387;VWR640015;87089997;NL;PT;10;EXW;11;3;;2,2;1,000;65;;NL002254344B79;
INTRA-EX;202405;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;20,000;599;;NL002254344B79;
INTRA-EX;202405;513881387;R24-1-1100-01;10;NL;PT;10;EXW;11;3;;0,3;1,000;48;;NL002241494B08;
INTRA-EX;202405;513881387;R7437-8;85111000;NL;PT;10;EXW;11;3;;0,1;4,000;137;;NL002241494B08;
INTRA-EX;202405;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;4,000;119;;NL002241494B08;
INTRA-EX;202405;513881387;VWR150003;90269000;NL;PT;10;EXW;11;3;;0,4;1,000;73;;NL002241494B08;
INTRA-EX;202405;513881387;VWR900001;85111000;NL;PT;10;EXW;11;3;;0,3;4,000;122;;NL002241494B08;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
INTRA-EX;202405;513881387;216EVOOT-RB;90269000;ES;PT;10;EXW;11;3;;0,3;1,000;46;;QV999999999999;
INTRA-EX;202405;513881387;8E0971824S-BL;84099100;ES;PT;10;EXW;11;3;;0,2;1,000;18;;QV999999999999;
INTRA-EX;202405;513881387;AC-200-CH-BL;40093100;ES;PT;10;EXW;11;3;;1;1,000;122;;QV999999999999;
INTRA-EX;202405;513881387;BKR7EIX-4;84099100;ES;PT;10;EXW;11;3;;0,8;1,000;38;;QV999999999999;
INTRA-EX;202405;513881387;AC-200-CFA-KIT;87089997;ES;PT;10;EXW;11;3;;0,1;1,000;32;;QV999999999999;
INTRA-EX;202405;513881387;SSE0428-4P-BK;87083091;ES;PT;10;EXW;11;3;;0,5;1,000;77;;ES53284853V;
INTRA-EX;202405;513881387;AC-WS-15-BT;87088099;ES;PT;10;EXW;11;3;;1,2;2,000;100;;ES53284853V;
INTRA-EX;202405;513881387;CTS-IT-285;40091100;ES;PT;10;EXW;11;3;;0,3;1,000;83;;ES53284853V;
INTRA-EX;202405;513881387;AC-MK7-MD;87089997;ES;PT;10;EXW;11;3;;0,4;1,000;65;;ES53284853V;
INTRA-EX;202405;513881387;RBF700;27101999;ES;PT;10;EXW;11;3;;0,6;5,000;72;;ES53284853V;
INTRA-EX;202405;513881387;FMKT024-RD;40093100;ES;PT;10;EXW;11;3;;1,5;1,000;193;;ES71155708X;
INTRA-EX;202405;513881387;VWR120000;84213100;ES;PT;10;EXW;11;3;;1;1,000;29;;QV999999999999;
INTRA-EX;202405;513881387;AC-CEL-FIX-S;87089997;ES;PT;10;EXW;11;3;;0,2;1,000;31;;QV999999999999;
INTRA-EX;202405;513881387;VWR12G60R;84213100;ES;PT;10;EXW;11;3;;3,2;1,000;352;;ES43179343V;
INTRA-EX;202405;513881387;CTS-IT-250;84213100;ES;PT;10;EXW;11;3;;6,2;1,000;284;;ESB88553946;
INTRA-EX;202405;513881387;MMOC-EVO-01;87089135;ES;PT;10;EXW;11;3;;4,3;1,000;304;;ESB66283003;
INTRA-EX;202405;513881387;MMODP-1415B;87089997;ES;PT;10;EXW;11;3;;0,1;1,000;9;;ESB66283003;
INTRA-EX;202405;513881387;MS100195;84133020;ES;PT;10;EXW;11;3;;0,1;4,000;363;;ESB65945743;
INTRA-EX;202405;513881387;17U-01-0550-4;87089997;ES;PT;10;EXW;11;3;;0,3;1,000;246;;ESB65945743;
INTRA-EX;202405;513881387;"TTE340 1.8T";84099100;ES;PT;10;EXW;11;3;;7,5;1,000;1217;;ESB70550694;
INTRA-EX;202405;513881387;17U-01-0550-4;87089997;ES;PT;10;EXW;11;3;;0,3;1,000;246;;ESB70550694;
INTRA-EX;202405;513881387;SILZKGR8B8S;85111000;ES;PT;10;EXW;11;3;;0,1;4,000;33;;ESB70550694;
INTRA-EX;202405;513881387;R7437-9;85111000;ES;PT;10;EXW;11;3;;0,1;4,000;140;;ESB70550694;
INTRA-EX;202405;513881387;TTE80;87089997;ES;PT;10;EXW;11;3;;0,3;1,000;66;;ESB70550694;
INTRA-EX;202405;513881387;D650-0010;84099100;ES;PT;10;EXW;11;3;;0,3;4,000;116;;ESB70550694;
INTRA-EX;202405;513881387;CTS-IT-260;84213100;ES;PT;10;EXW;11;3;;5;1,000;202;;ESB42954230;
INTRA-EX;202405;513881387;VWR1200R601E;84213100;ES;PT;10;EXW;11;3;;5,2;1,000;338;;ESB42954230;
INTRA-EX;202405;513881387;CTS-EXH-DP-0025;87089235;ES;PT;10;EXW;11;3;;5,4;1,000;374;;ESB04855516;
INTRA-EX;202405;513881387;KTA216A;87088035;ES;PT;10;EXW;11;3;;4,3;1,000;204;;ESB67084251;
INTRA-EX;202405;513881387;AC-45S-DP;87089235;ES;PT;10;EXW;11;3;;5,2;1,000;249;;ESB72371628;
INTRA-EX;202405;513881387;10.127.203K;84132000;ES;PT;10;EXW;11;3;;0,3;1,000;227;;ESB72996382;
INTRA-EX;202405;513881387;WB-384;84213100;ES;PT;10;EXW;11;3;;0,3;1,000;30;;ESB72996382;
INTRA-EX;202405;513881387;SFDC089;87089235;ES;PT;10;EXW;11;3;;3;1,000;204;;ESB67084251;
INTRA-EX;202405;513881387;TTE555;84099900;ES;PT;10;EXW;11;3;;12,7;1,000;2629;;ESB70550694;
INTRA-EX;202405;513881387;CI100052;84213100;ES;PT;10;EXW;11;3;;4,5;1,000;250;;ES43179343V;
INTRA-EX;202405;513881387;216BFWAOPSM;90269000;ES;PT;10;EXW;11;3;;0,4;1,000;34;;ES43179343V;
INTRA-EX;202405;513881387;216BFWAWTSM;90262020;ES;PT;10;EXW;11;3;;0,3;1,000;29;;ES43179343V;
INTRA-EX;202405;513881387;VWR436000;87141030;ES;PT;10;EXW;11;3;;1;1,000;78;;ESB42954230;
INTRA-EX;202405;513881387;VWR1200R601E;84213100;ES;PT;10;EXW;11;3;;5,2;1,000;338;;ESB42954230;
INTRA-EX;202405;513881387;VWR12G7R601FO;842131000;ES;PT;10;EXW;11;3;;0,9;2,000;225;;ESB42954230;
INTRA-EX;202405;513881387;VWR29G7250;87089135;ES;PT;10;EXW;11;3;;5,4;1,000;501;;ESB42954230;
INTRA-EX;202405;513881387;CTS-CC-MK7GRS3;84099100;ES;PT;10;EXW;11;3;;2,8;1,000;374;;ESB42954230;
INTRA-EX;202405;513881387;VWR120000;84213100;ES;PT;10;EXW;11;3;;1;1,000;25;;ESB42954230;
INTRA-EX;202405;513881387;SMNC011;87089235;ES;PT;10;EXW;11;3;;3;2,000;262;;ES28841101K;
INTRA-EX;202405;513881387;KLC142;87088035;ES;PT;10;EXW;11;3;;0,8;1,000;85;;ESE24731622;
INTRA-EX;202405;513881387;EVE-FK8FK2-ENG;84213100;ES;PT;10;EXW;11;3;;1,3;1,000;357;;ESB19296938;
INTRA-EX;202405;513881387;AC-MK7-IM;84099100;ES;PT;10;EXW;11;3;;3;1,000;299;;ESB67084251;
INTRA-EX;202405;513881387;AC-MK7R-DP;87089235;ES;PT;10;EXW;11;3;;11,3;1,000;185;;ESB04855516;
INTRA-EX;202405;513881387;MS100192;85111000;ES;PT;10;EXW;11;3;;0,3;10,000;373;;ESB04855516;
INTRA-EX;202405;513881387;MS100222;84213100;ES;PT;10;EXW;11;3;;1,5;1,000;166;;ESB04855516;
INTRA-EX;202405;513881387;MS100178;85111000;ES;PT;10;EXW;11;3;;0,1;2,000;11;;ESB04855516;
INTRA-EX;202405;513881387;MS100197;85111000;ES;PT;10;EXW;11;3;;0,1;2,000;13;;ESB04855516;
INTRA-EX;202405;513881387;AC-R56-IC;84198998;ES;PT;10;EXW;11;3;;10,5;1,000;204;;ESB67084251;
INTRA-EX;202405;513881387;VWR31G70RW;87088035;ES;PT;10;EXW;11;3;;9,1;1,000;161;;ESB19296938;
INTRA-EX;202405;513881387;MMOC-WRX-06T;87089997;ES;PT;10;EXW;11;3;;5;1,000;278;;ESB66283003;
INTRA-EX;202405;513881387;AC-45S-DP;87089235;ES;PT;10;EXW;11;3;;5,2;1,000;249;;ESB04855516;
INTRA-EX;202405;513881387;VWR18G700;87089997;ES;PT;10;EXW;11;3;;4;1,000;420;;ES33558767L;
INTRA-EX;202405;513881387;R7437-9;85111000;ES;PT;10;EXW;11;3;;0,1;4,000;140;;ES33558767L;
INTRA-EX;202405;513881387;10.127.203K;84132000;ES;PT;10;EXW;11;3;;0,3;2,000;454;;ESB70550694;
INTRA-EX;202405;513881387;SHYSP102;87089997;ES;PT;10;EXW;11;3;;2,4;1,000;119;;ES18062887K;
INTRA-EX;202405;513881387;CTS-TM-MK4-60D;87089235;ES;PT;10;EXW;11;3;;2;1,000;89;;ES18062887K;
INTRA-EX;202405;513881387;AC-Z33-DP;87089235;ES;PT;10;EXW;11;3;;4,6;1,000;81;;ES44534463T;
INTRA-EX;202405;513881387;KLC141;87088055;ES;PT;10;EXW;11;3;;1;1,000;85;;ES44534463T;
INTRA-EX;202405;513881387;KLC167A;87088055;ES;PT;10;EXW;11;3;;1,4;1,000;85;;ES44534463T;
INTRA-EX;202405;513881387;TTE500+;84099100;ES;PT;10;EXW;11;3;;15;1,000;2427;;ESB04855516;
INTRA-EX;202405;513881387;EVE-EA8884-CF-ENG;84213100;ES;PT;10;EXW;11;3;;2,6;1,000;427;;ESB04886776;
INTRA-EX;202405;513881387;EVE-EA8884-R-INT;84213100;ES;PT;10;EXW;11;3;;5;1,000;999;;ESB04886776;
INTRA-EX;202405;513881387;MS100192;85111000;ES;PT;10;EXW;11;3;;0,3;4,000;149;;ESB04886776;
INTRA-EX;202405;513881387;VWR31G7GT;87088035;ES;PT;10;EXW;11;3;;8;1,000;161;;ESB19296938;
INTRA-EX;202405;513881387;PF04;90262020;ES;PT;10;EXW;11;3;;0,2;1,000;159;;ES44534463T;
INTRA-EX;202405;513881387;BHR75Z;87088055;ES;PT;10;EXW;11;3;;8,8;1,000;149;;ESB86420924;
INTRA-EX;202405;513881387;VWR3130RS;87088035;ES;PT;10;EXW;11;3;;9,2;1,000;161;;ESE70432497;
INTRA-EX;202405;513881387;VWR810009;87089997;ES;PT;10;EXW;11;3;;0,2;1,000;40;;ESE70432497;
INTRA-EX;202405;513881387;VWR17G7R600;40091100;ES;PT;10;EXW;11;3;;0,2;2,000;76;;ESE70432497;
INTRA-EX;202405;513881387;CTS-EXH-TP-0007;87089235;ES;PT;10;EXW;11;3;;3;1,000;112;;ESB88553946;
INTRA-EX;202405;513881387;SAUC074;87089235;ES;PT;10;EXW;11;3;;12;1,000;264;;ESB67084251;
;;;;;;;;;;;;;;;;;
INTRA-EX;202405;513881387;33004-BT003;84213100;FR;PT;10;EXW;11;3;;6;1,000;341;;FR78818126443;
INTRA-EX;202405;513881387;EVO2001;84213100;FR;PT;10;EXW;11;3;;6,8;1,000;341;;FR78818126443;
INTRA-EX;202405;513881387;VWR11G502;84213100;FR;PT;10;EXW;11;3;;0,4;1,000;68;;QV999999999999;
INTRA-EX;202405;513881387;VWR180000;87089997;FR;PT;10;EXW;11;3;;0,1;1,000;15;;QV999999999999;
INTRA-EX;202405;513881387;AC-MK7-CP-4;84099100;FR;PT;10;EXW;11;3;;1;1,000;112;;QV999999999999;
INTRA-EX;202405;513881387;RF100029;84099100;FR;PT;10;EXW;11;3;;0,5;1,000;44;;QV999999999999;
INTRA-EX;202405;513881387;SILZKGR8B8S-4;84099100;FR;PT;10;EXW;11;3;;0,2;1,000;38;;QV999999999999;
INTRA-EX;202405;513881387;SILZKBR8D8S-8;85111000;FR;PT;10;EXW;11;3;;0,4;1,000;83;;QV999999999999;
INTRA-EX;202405;513881387;AC-Z33-FU;87089997;FR;PT;10;EXW;11;3;;4;1,000;74;;QV999999999999;
INTRA-EX;202405;513881387;SBMP082;87089235;FR;PT;10;EXW;11;3;;9;1,000;208;;QV999999999999;
INTRA-EX;202405;513881387;UR-RE2-1157;87088055;FR;PT;10;EXW;11;3;;3,1;1,000;96;;QV999999999999;
INTRA-EX;202405;513881387;U5055-6;84099100;FR;PT;10;EXW;11;3;;1,5;1,000;132;;QV999999999999;
INTRA-EX;202405;513881387;SILZKBR8D8S-6;84099100;FR;PT;10;EXW;11;3;;0,2;1,000;62;;QV999999999999;
INTRA-EX;202405;513881387;FMBH18T-BK;40091100;FR;PT;10;EXW;11;3;;0,3;1,000;87;;FR55823261680;
INTRA-EX;202405;513881387;ES-351268;87089997;FR;PT;10;EXW;11;3;;1,5;1,000;61;;QV999999999999;
INTRA-EX;202405;513881387;52009-AK005;84213100;FR;PT;10;EXW;11;3;;0,4;1,000;19;;QV999999999999;
INTRA-EX;202405;513881387;D157-A001;87089997;FR;PT;10;EXW;11;3;;0,6;1,000;56;;QV999999999999;
INTRA-EX;202405;513881387;UR-LA2-4079;87088055;FR;PT;10;EXW;11;3;;1,2;1,000;74;;QV999999999999;
INTRA-EX;202405;513881387;ARMAAD0RS4-1;84213100;FR;PT;10;EXW;11;3;;1,5;1,000;156;;QV999999999999;
INTRA-EX;202405;513881387;AC-S55-TP;40091100;FR;PT;10;EXW;11;3;;1,7;1,000;149;;QV999999999999;
INTRA-EX;202405;513881387;AC-S55-JP;40091100;FR;PT;10;EXW;11;3;;0,6;1,000;89;;QV999999999999;
INTRA-EX;202405;513881387;06E898001-4;85111000;FR;PT;10;EXW;11;3;;1,2;1,000;104;;QV999999999999;
INTRA-EX;202405;513881387;50003-MR45XLZ-4;87089997;FR;PT;10;EXW;11;3;;0,4;1,000;83;;QV999999999999;
INTRA-EX;202405;513881387;WHT005184;40091100;FR;PT;10;EXW;11;3;;0,1;1,000;8;;QV999999999999;
INTRA-EX;202405;513881387;IZKR7B-6;85111000;FR;PT;10;EXW;11;3;;0,2;1,000;55;;QV999999999999;
INTRA-EX;202405;513881387;022905715B-6;84099100;FR;PT;10;EXW;11;3;;1,4;1,000;161;;QV999999999999;
INTRA-EX;202405;513881387;IZKR7B-6;85111000;FR;PT;10;EXW;11;3;;0,2;1,000;55;;QV999999999999;
INTRA-EX;202405;513881387;ACSP1;84099100;FR;PT;10;EXW;11;3;;0,5;1,000;22;;QV999999999999;
INTRA-EX;202405;513881387;CTS-FPK-004-450;87089235;FR;PT;10;EXW;11;3;;0,8;1,000;292;;FR94827543661;
INTRA-EX;202405;513881387;MMAI-MIA-16WBK;84213100;FR;PT;10;EXW;11;3;;6;1,000;316;;FR82530667591;
INTRA-EX;202405;513881387;MMOC-370Z-09T;87089135;FR;PT;10;EXW;11;3;;4,8;1,000;343;;FR34897942652;
INTRA-EX;202405;513881387;CTS-FPK-004-450;87089235;FR;PT;10;EXW;11;3;;0,8;1,000;292;;FR81803959303;
INTRA-EX;202405;513881387;SVWP054;87089235;FR;PT;10;EXW;11;3;;3,7;1,000;104;;FR74517896148;
