Tipo Doc.;N.º Doc.;Refª Cliente;Data;Cliente;Contribuinte;País;Zona geográfica;Vendedor;Método de Pagamento;Valor Pgto.;Comissão Pgto.;Cód. Artigo;Código EAN;Artigos;Qtd.;Uni.;Preço unitário sem IVA;Total Artigo;Total Ilíq.;Desc.;Total Liq.;Impostos;Desc. Financeiro;Total;Acumulado;Local de Descarga;Observações
Fatura-Recibo;2024ES/2017;;30/06/2024;Talleres GarridoCup;ES44657479N;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;718,98;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2018;;30/06/2024;KLS Motorsport;ES48653116C;Espanha;;;Ingenico;552,28;---;;;;;;;;552,28;0;552,28;0;0;552,28;956330,03;Cart del pardillo km1,3 ( frente al camping la rosaleda), Cerrajería el vierga 619692129;
Fatura-Recibo;2024ES/2018;;30/06/2024;KLS Motorsport;ES48653116C;Espanha;;;;;;SD-3617023;;Discos de freno delanteros ranurados Dixcel SD para Subaru Impreza STI 06-18;1;Uni.;285,98;285,98;285,98;0;285,98;0;0;285,98;285,98;;
Fatura-Recibo;2024ES/2018;;30/06/2024;KLS Motorsport;ES48653116C;Espanha;;;;;;Z-361077;;Pastillas de freno delanteras Dixcel Z Type para Subaru Impreza STI (Brembo);1;Uni.;202,95;202,95;202,95;0;202,95;0;0;202,95;488,93;;
Fatura-Recibo;2024ES/2018;;30/06/2024;KLS Motorsport;ES48653116C;Espanha;;;;;;ES-325499;;Pastillas de freno traseras Dixcel Extra Speed para Subaru Impreza STI (Brembo);1;Uni.;55,35;55,35;55,35;0;55,35;0;0;55,35;544,28;;
Fatura-Recibo;2024ES/2018;;30/06/2024;KLS Motorsport;ES48653116C;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;552,28;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2019;;30/06/2024;Autorecambios dominguez;ES48924146H;Espanha;;;Ingenico;666,3;---;;;;;;;;666,3;0;666,3;0;0;666,3;956996,33;CAT Services, Avenida Andalucia 1, La Alfoquia;
Fatura-Recibo;2024ES/2019;;30/06/2024;Autorecambios dominguez;ES48924146H;Espanha;;;;;;002352.999502;;Sachs Performance Clutch Kit 550+ Nm for Leon 3 Cupra / Octavia 5E VRS;1;Uni.;658,3;658,3;658,3;0;658,3;0;0;658,3;658,3;;
Fatura-Recibo;2024ES/2019;;30/06/2024;Autorecambios dominguez;ES48924146H;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;666,3;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2020;;30/06/2024;JELICANIN MOTORSPORT;ES52045309N;Espanha;;;Paypal;523,98;---;;;;;;;;523,98;0;523,98;0;0;523,98;957520,31;TLR Sport Palencia  C/ Italia N°51 - Nave 9;
Fatura-Recibo;2024ES/2020;;30/06/2024;JELICANIN MOTORSPORT;ES52045309N;Espanha;;;;;;CTS-IT-256;;"Tubo de admisión CTS Turbo 4 /  101mm para Audi RS3 8V.5 y TTRS 8S""";1;Uni.;215,99;215,99;215,99;0;215,99;0;0;215,99;215,99;;
Fatura-Recibo;2024ES/2020;;30/06/2024;JELICANIN MOTORSPORT;ES52045309N;Espanha;;;;;;CTS-HW-360;;"Inlet de turbo 4 CTS Turbo para Audi RS3 8V.5 / Audi TTRS 8S""";1;Uni.;299,99;299,99;299,99;0;299,99;0;0;299,99;515,98;;
Fatura-Recibo;2024ES/2020;;30/06/2024;JELICANIN MOTORSPORT;ES52045309N;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;523,98;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2021;;30/06/2024;Automoviles Saiz;ES53209459V;Espanha;;;Paypal;587,99;---;;;;;;;;587,99;0;587,99;0;0;587,99;958108,3;calle rosa de lima, 7  portal 3 1ªE;
Fatura-Recibo;2024ES/2021;;30/06/2024;Automoviles Saiz;ES53209459V;Espanha;;;;;;COMBO-NOV-MQB;;Combo Admisión MQB Racingline / Alpha para Golf 7 GTI / R / León 3 Cupra / S3 8V / TT 8S 2.0 TFSI EA888.3;1;Uni.;579,99;579,99;579,99;0;579,99;0;0;579,99;579,99;;
Fatura-Recibo;2024ES/2021;;30/06/2024;Automoviles Saiz;ES53209459V;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;587,99;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2022;;30/06/2024;Fernando Perez prol;ES53485527Q;Espanha;;;Ingenico;875,97;---;;;;;;;;875,97;0;875,97;0;0;875,97;958984,27;Camino carril del cuco sin numero polígono industrial el fuerte Automecanica marquez;
Fatura-Recibo;2024ES/2022;;30/06/2024;Fernando Perez prol;ES53485527Q;Espanha;;;;;;GSJ78-91AS2;;Suspension roscada Tein Street Advance Z para Golf 5 GTI / R32 / Leon 2 Cupra / S3 8P / Golf 6 R;1;Uni.;792,12;792,12;792,12;0;792,12;0;0;792,12;792,12;;
Fatura-Recibo;2024ES/2022;;30/06/2024;Fernando Perez prol;ES53485527Q;Espanha;;;;;;FMDV14T;;Adaptador válvula de descarga Forge para A3 / S3 8P / TT 8J / León 2 / Golf 5 / Golf 6 / Scirocco 2.0 TFSI / 2.5 TFSI;1;Uni.;75,85;75,85;75,85;0;75,85;0;0;75,85;867,97;;
Fatura-Recibo;2024ES/2022;;30/06/2024;Fernando Perez prol;ES53485527Q;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;875,97;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2023;;30/06/2024;Motorspeed;ES71286183Y;Espanha;;;Paypal;651,29;---;;;;;;;;651,29;0;651,29;0;0;651,29;959635,56;Ramon Y Cajal 32,1izda;
Fatura-Recibo;2024ES/2023;;30/06/2024;Motorspeed;ES71286183Y;Espanha;;;;;;ATINTFO44;;Intercambiador Airtec para Ford Focus 3 RS;1;Uni.;643,29;643,29;643,29;0;643,29;0;0;643,29;643,29;;
Fatura-Recibo;2024ES/2023;;30/06/2024;Motorspeed;ES71286183Y;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;651,29;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2024;;30/06/2024;Viveracing;ES71515770F;Espanha;;;Paypal;1215,58;---;;;;;;;;1215,58;0;1215,58;0;0;1215,58;960851,14;Plaza De La Encomienda N1 Casa Baja Casa baja;
Fatura-Recibo;2024ES/2024;;30/06/2024;Viveracing;ES71515770F;Espanha;;;;;;14079-6;;Bielas forjadas Manley para BMW M3 F80 / M4 F8x / M2C S55;1;Uni.;939,38;939,38;939,38;0;939,38;0;0;939,38;939,38;;
Fatura-Recibo;2024ES/2024;;30/06/2024;Viveracing;ES71515770F;Espanha;;;;;;7M1397H-STD;;Cojinetes de ciguenal ACL Performance para BMW M3 F80 / M4 F8x / M2 Comp F87 - Espesor : OEM (Std);1;Uni.;193,24;193,24;193,24;0;193,24;0;0;193,24;1132,62;;
Fatura-Recibo;2024ES/2024;;30/06/2024;Viveracing;ES71515770F;Espanha;;;;;;SILZKBR8D8S-6;;Bujías NGK SILZKBR8D8S para BMW M3 F80 / M4 F8x / M2 Comp F87;1;Uni.;74,96;74,96;74,96;0;74,96;0;0;74,96;1207,58;;
Fatura-Recibo;2024ES/2024;;30/06/2024;Viveracing;ES71515770F;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;1215,58;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2025;;30/06/2024;Teverga Motor;ES71631297M;Espanha;;;Ingenico;587,99;---;;;;;;;;587,99;0;587,99;0;0;587,99;961439,13;Calle Villafranca 3 1D;
Fatura-Recibo;2024ES/2025;;30/06/2024;Teverga Motor;ES71631297M;Espanha;;;;;;COMBO-NOV-MQB;;Combo Admisión MQB Racingline / Alpha para Golf 7 GTI / R / León 3 Cupra / S3 8V / TT 8S 2.0 TFSI EA888.3;1;Uni.;579,99;579,99;579,99;0;579,99;0;0;579,99;579,99;;
Fatura-Recibo;2024ES/2025;;30/06/2024;Teverga Motor;ES71631297M;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;587,99;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2026;;30/06/2024;JRO MOTOR;ES72144645Q;Espanha;;;Ingenico;678,57;---;;;;;;;;678,57;0;678,57;0;0;678,57;962117,7;Voz de Rey 7, Lagoa A Pastoriza;
Fatura-Recibo;2024ES/2026;;30/06/2024;JRO MOTOR;ES72144645Q;Espanha;;;;;;8E0971824S-BL;;Canaleta roja o azul para cables de bobinas de 2.0 TFSI / 2.0 TSI y 1.8T 20V - Color : Azul;1;Uni.;22,49;22,49;22,49;0;22,49;0;0;22,49;22,49;;
Fatura-Recibo;2024ES/2026;;30/06/2024;JRO MOTOR;ES72144645Q;Espanha;;;;;;FMMK5CTC;;Decantador de aceite Forge para Golf 5 GTI / Audi S3 8P / Golf 6 R / León 2 Cupra 2.0 TFSI - Version : Con filtro de carbón;1;Uni.;449,9;449,9;449,9;0;449,9;0;0;449,9;472,39;;
Fatura-Recibo;2024ES/2026;;30/06/2024;JRO MOTOR;ES72144645Q;Espanha;;;;;;MS100210-4;;Bobinas de encendido APR azul para S3 8P / Golf 5 - 6 GTI / Golf 6 R / León 2 Cupra 2.0 TFSI EA113 / EA888.1;1;Uni.;149,99;149,99;149,99;0;149,99;0;0;149,99;622,38;;
Fatura-Recibo;2024ES/2026;;30/06/2024;JRO MOTOR;ES72144645Q;Espanha;;;;;;BKR8EIX-4;;Bujías NGK BKR8EIX para VAG 2.0 TFSI / TSI Stage 2;1;Uni.;48,19;48,19;48,19;0;48,19;0;0;48,19;670,57;;
Fatura-Recibo;2024ES/2026;;30/06/2024;JRO MOTOR;ES72144645Q;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;678,57;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2027;;30/06/2024;Oppentech;ES72815006L;Espanha;;;Ingenico;564,18;---;;;;;;;;564,18;0;564,18;0;0;564,18;962681,88;Avenida Cardenal francisco Álvarez 2C piso 2B;
Fatura-Recibo;2024ES/2027;;30/06/2024;Oppentech;ES72815006L;Espanha;;;;;;CTS-IT-255R;;Admision CTS Turbo para Audi RS3 8V.5 y Audi TT RS 8S;1;Uni.;386,99;386,99;386,99;0;386,99;0;0;386,99;386,99;;
Fatura-Recibo;2024ES/2027;;30/06/2024;Oppentech;ES72815006L;Espanha;;;;;;AC-MK7-CP-5;;Bobinas de encendido Alpha Competition rojo para Audi RS3 8V.5 y TTRS 8S 2.5 TFSI;1;Uni.;169,19;169,19;169,19;0;169,19;0;0;169,19;556,18;;
Fatura-Recibo;2024ES/2027;;30/06/2024;Oppentech;ES72815006L;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;564,18;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2028;;30/06/2024;Lovers Car Care;ES74871058D;Espanha;;;Ingenico;1265,98;---;;;;;;;;1265,98;0;1265,98;0;0;1265,98;963947,86;Calle juan ramon jimenez n3 Taller de motos(ampmotos);
Fatura-Recibo;2024ES/2028;;30/06/2024;Lovers Car Care;ES74871058D;Espanha;;;;;;82594;;Bobinas de encendido MSD rojo para Ford Focus 3 RS / Mustang Ecoboost - Color : Rojo;1;Uni.;335,99;335,99;335,99;0;335,99;0;0;335,99;335,99;;
Fatura-Recibo;2024ES/2028;;30/06/2024;Lovers Car Care;ES74871058D;Espanha;;;;;;KLC198;;Bieletas de barra estabilizadora trasera Whiteline para Focus 3 RS;1;Uni.;145,87;145,87;145,87;0;145,87;0;0;145,87;481,86;;
Fatura-Recibo;2024ES/2028;;30/06/2024;Lovers Car Care;ES74871058D;Espanha;;;;;;UR-TW2-3109;;Barra de torreta delantera Ultra Racing para Ford Focus 3 RS / ST;1;Uni.;123,75;123,75;123,75;0;123,75;0;0;123,75;605,61;;
Fatura-Recibo;2024ES/2028;;30/06/2024;Lovers Car Care;ES74871058D;Espanha;;;;;;W93453;;Tuercas de ruedas Whiteline 12x125 / 12x150 negro - Hilo : 12 x 1.50;1;Uni.;109,11;109,11;109,11;0;109,11;0;0;109,11;714,72;;
Fatura-Recibo;2024ES/2028;;30/06/2024;Lovers Car Care;ES74871058D;Espanha;;;;;;MMRAD-E90-07;;Radiador Mishimoto para BMW 135i E82 / 335i E9x manual - Caja de cambio : Manual;1;Uni.;526,26;526,26;526,26;0;526,26;0;0;526,26;1240,98;;
Fatura-Recibo;2024ES/2028;;30/06/2024;Lovers Car Care;ES74871058D;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;25;25;25;0;25;0;0;25;1265,98;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2029;;30/06/2024;OVERDRIVE PERFORMANCE;ES78914993S;Espanha;;;Paypal;556,98;---;;;;;;;;556,98;0;556,98;0;0;556,98;964504,84;CL/RIO ARENTEIRO 17 BAJO;
Fatura-Recibo;2024ES/2029;;30/06/2024;OVERDRIVE PERFORMANCE;ES78914993S;Espanha;;;;;;KTA138A;;Brazos de suspensión traseros ajustables Whiteline para Ford Focus 3 RS;1;Uni.;278,99;278,99;278,99;0;278,99;0;0;278,99;278,99;;
Fatura-Recibo;2024ES/2029;;30/06/2024;OVERDRIVE PERFORMANCE;ES78914993S;Espanha;;;;;;71008-AZ008;;Valvula de descarga HKS Super SQV4 para Mazda 3 MPS;1;Uni.;269,99;269,99;269,99;0;269,99;0;0;269,99;548,98;;
Fatura-Recibo;2024ES/2029;;30/06/2024;OVERDRIVE PERFORMANCE;ES78914993S;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;556,98;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2030;;30/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;Paypal;552,25;---;;;;;;;;552,25;0;552,25;0;0;552,25;965057,09;Carretera Nules-Burriana s/n ( Gavara Da Costa SL );
Fatura-Recibo;2024ES/2030;;30/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;;;;CTS-IT-938;;Admisión CTS Turbo para Audi RS6 / RS7 C7;1;Uni.;439,99;439,99;439,99;0;439,99;0;0;439,99;439,99;;
Fatura-Recibo;2024ES/2030;;30/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;;;;FMKT025;;Mangueras de turbo Forge para Audi RS6 / RS7 C7 - Opción : Sin Abrazaderas;1;Uni.;104,26;104,26;104,26;0;104,26;0;0;104,26;544,25;;
Fatura-Recibo;2024ES/2030;;30/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;552,25;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2031;;30/06/2024;TRAMZERO 2013 S.L;ESB66526328;Espanha;;;Ingenico;644,73;---;;;;;;;;644,73;0;644,73;0;0;644,73;965701,82;calle den francesc gomila nº91B;
Fatura-Recibo;2024ES/2031;;30/06/2024;TRAMZERO 2013 S.L;ESB66526328;Espanha;;;;;;STY0014-4P-BK;;Toyota Yaris GR Goodridge Braided Brake Hose Lines Kit - Color : Black;1;Uni.;99,36;99,36;99,36;0;99,36;0;0;99,36;99,36;;
Fatura-Recibo;2024ES/2031;;30/06/2024;TRAMZERO 2013 S.L;ESB66526328;Espanha;;;;;;RBF600;;Motul RBF 600 / RBF 660 ot RBF 700 High Performance Brake Fluid - Version : RBF 600;4;Uni.;11,5;46;46;0;46;0;0;46;145,36;;
Fatura-Recibo;2024ES/2031;;30/06/2024;TRAMZERO 2013 S.L;ESB66526328;Espanha;;;;;;ATMSYGR04;;Toyota Yaris GR Airtec Oil Cooler Kit;1;Uni.;454,79;454,79;454,79;0;454,79;0;0;454,79;600,15;;
Fatura-Recibo;2024ES/2031;;30/06/2024;TRAMZERO 2013 S.L;ESB66526328;Espanha;;;;;;STY0014-1P-BK;;Toyota Yaris GR Goodridge Braided Clutch Line;1;Uni.;29,58;29,58;29,58;0;29,58;0;0;29,58;629,73;;
Fatura-Recibo;2024ES/2031;;30/06/2024;TRAMZERO 2013 S.L;ESB66526328;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;15;15;15;0;15;0;0;15;644,73;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2032;;30/06/2024;Naccarini Racing S.L.;ESB66578527;Espanha;;;Paypal;587,99;---;;;;;;;;587,99;0;587,99;0;0;587,99;966289,81;Calle Segovia N12;
Fatura-Recibo;2024ES/2032;;30/06/2024;Naccarini Racing S.L.;ESB66578527;Espanha;;;;;;COMBO-NOV-MQB;;Combo Admisión MQB Racingline / Alpha para Golf 7 GTI / R / León 3 Cupra / S3 8V / TT 8S 2.0 TFSI EA888.3;1;Uni.;579,99;579,99;579,99;0;579,99;0;0;579,99;579,99;;
Fatura-Recibo;2024ES/2032;;30/06/2024;Naccarini Racing S.L.;ESB66578527;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;587,99;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2033;;30/06/2024;Motor Drive Bergueda, SL;ESB67377143;Espanha;;;Ingenico;669,97;---;;;;;;;;669,97;0;669,97;0;0;669,97;966959,78;Calle la iglesia n°4;
Fatura-Recibo;2024ES/2033;;30/06/2024;Motor Drive Bergueda, SL;ESB67377143;Espanha;;;;;;AC-200-CFA;;Émbolo de bomba alta presión 2.0 TFSI EA113 - Opción : Sin necesario de montaje;1;Uni.;29,99;29,99;29,99;0;29,99;0;0;29,99;29,99;;
Fatura-Recibo;2024ES/2033;;30/06/2024;Motor Drive Bergueda, SL;ESB67377143;Espanha;;;;;;AC-200-HPFP;;Bomba de alta presión Alpha Competition para S3 8P / León 2 Cupra / Golf 6 R / Scirocco 2.0 TFSI EA113;1;Uni.;611,99;611,99;611,99;0;611,99;0;0;611,99;641,98;;
Fatura-Recibo;2024ES/2033;;30/06/2024;Motor Drive Bergueda, SL;ESB67377143;Espanha;;;;;;AC-200-ND;;Supresión de resonador Alpha Competition para Golf 5 GTI / Golf 6 GTI / Scirocco / TT 2.0 TFSI;1;Uni.;19,99;19,99;19,99;0;19,99;0;0;19,99;661,97;;
Fatura-Recibo;2024ES/2033;;30/06/2024;Motor Drive Bergueda, SL;ESB67377143;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;669,97;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2034;;30/06/2024;FACTOR LAMBDA, SL;ESB67497925;Espanha;;;Paypal;522,19;---;;;;;;;;522,19;0;522,19;0;0;522,19;967481,97;Artekale 35;
Fatura-Recibo;2024ES/2034;;30/06/2024;FACTOR LAMBDA, SL;ESB67497925;Espanha;;;;;;MMFS-RX8-04;;Kit de ventilador Mishimoto para Mazda RX8;1;Uni.;220,26;220,26;220,26;0;220,26;0;0;220,26;220,26;;
Fatura-Recibo;2024ES/2034;;30/06/2024;FACTOR LAMBDA, SL;ESB67497925;Espanha;;;;;;MMRAD-RX8-04;;Radiador Mishimoto para Mazda RX8;1;Uni.;293,93;293,93;293,93;0;293,93;0;0;293,93;514,19;;
Fatura-Recibo;2024ES/2034;;30/06/2024;FACTOR LAMBDA, SL;ESB67497925;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;522,19;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2035;;30/06/2024;ROD Engineers SL;ESB86280039;Espanha;;;Paypal;676,84;---;;;;;;;;676,84;0;676,84;0;0;676,84;968158,81;Rua do espiño s/n ( taller estrella milladoiro);
Fatura-Recibo;2024ES/2035;;30/06/2024;ROD Engineers SL;ESB86280039;Espanha;;;;;;WKE259M775;;Pistones forjados Wiseco para Mini Cooper S R56 / Citroen DS3 / Peugeot 208 GTI - Diametro : 77.5mm;1;Uni.;668,84;668,84;668,84;0;668,84;0;0;668,84;668,84;;
Fatura-Recibo;2024ES/2035;;30/06/2024;ROD Engineers SL;ESB86280039;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;676,84;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2036;;30/06/2024;JRParts Madrid SL;ESB86420924;Espanha;;;Paypal;697,99;---;;;;;;;;697,99;0;697,99;0;0;697,99;968856,8;Calle San Juan 70 Casa;
Fatura-Recibo;2024ES/2036;;30/06/2024;JRParts Madrid SL;ESB86420924;Espanha;;;;;;ALP.19.08.0004-1;;Admision de carbono Alpha Performance para Mercedes CLA 45 / A45 AMG W176;1;Uni.;689,99;689,99;689,99;0;689,99;0;0;689,99;689,99;;
Fatura-Recibo;2024ES/2036;;30/06/2024;JRParts Madrid SL;ESB86420924;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;697,99;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2037;;30/06/2024;Balarri racing parts s.l.;ESB87803904;Espanha;;;Paypal;591,51;---;;;;;;;;591,51;0;591,51;0;0;591,51;969448,31;Juan Carlos I n°40 piso 2°;
Fatura-Recibo;2024ES/2037;;30/06/2024;Balarri racing parts s.l.;ESB87803904;Espanha;;;;;;ATINTVAG10-BK;;Airtec Intercooler Kit for Audi S3 8L 1.8T 20V - Color : Black;1;Uni.;583,51;583,51;583,51;0;583,51;0;0;583,51;583,51;;
Fatura-Recibo;2024ES/2037;;30/06/2024;Balarri racing parts s.l.;ESB87803904;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;591,51;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2038;;30/06/2024;Tuners and Drifters SL.;ESB91582494;Espanha;;;Paypal;633,23;---;;;;;;;;633,23;0;633,23;0;0;633,23;970081,54;C/ Portu 13  3, B;
Fatura-Recibo;2024ES/2038;;30/06/2024;Tuners and Drifters SL.;ESB91582494;Espanha;;;;;;MMRAD-E90-07A;;Radiador Mishimoto para BMW 135i E82 / 335i E9x manual - Caja de cambio : Auto;1;Uni.;625,23;625,23;625,23;0;625,23;0;0;625,23;625,23;;
Fatura-Recibo;2024ES/2038;;30/06/2024;Tuners and Drifters SL.;ESB91582494;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;633,23;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2039;;30/06/2024;PROTARMAC C.B.;ESE70432497;Espanha;;;Ingenico;682,61;---;;;;;;;;682,61;0;682,61;0;0;682,61;970764,15;Avda. Del Mediterráneo, Los Cotos, 31;
Fatura-Recibo;2024ES/2039;;30/06/2024;PROTARMAC C.B.;ESE70432497;Espanha;;;;;;MMRAD-MK7-15;;Radiador Mishimoto para Golf 7 GTI / Golf 7 R / León 3 Cupra / S3 8V / TT 8S EA888.3;1;Uni.;674,61;674,61;674,61;0;674,61;0;0;674,61;674,61;;
Fatura-Recibo;2024ES/2039;;30/06/2024;PROTARMAC C.B.;ESE70432497;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;682,61;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2040;;30/06/2024;STREET TUNING COMPETICION C.B.;ESE74153172;Espanha;;;Paypal;587,99;---;;;;;;;;587,99;0;587,99;0;0;587,99;971352,14;Les Valls 32;
Fatura-Recibo;2024ES/2040;;30/06/2024;STREET TUNING COMPETICION C.B.;ESE74153172;Espanha;;;;;;COMBO-NOV-MQB;;Combo Admisión MQB Racingline / Alpha para Golf 7 GTI / R / León 3 Cupra / S3 8V / TT 8S 2.0 TFSI EA888.3;1;Uni.;579,99;579,99;579,99;0;579,99;0;0;579,99;579,99;;
Fatura-Recibo;2024ES/2040;;30/06/2024;STREET TUNING COMPETICION C.B.;ESE74153172;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;587,99;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2041;;30/06/2024;Autopentasa3 Scoop.;ESF09552761;Espanha;;;Paypal;826,79;---;;;;;;;;826,79;0;826,79;0;0;826,79;972178,93;camarena 126 Bajo b;
Fatura-Recibo;2024ES/2041;;30/06/2024;Autopentasa3 Scoop.;ESF09552761;Espanha;;;;;;300001001;;Admision de carbono Wagner Tuning para Audi S3 8V / Golf 7 R / Golf 7 GTI / Leon 3 Cupra / Octavia 5E VRS;1;Uni.;818,79;818,79;818,79;0;818,79;0;0;818,79;818,79;;
Fatura-Recibo;2024ES/2041;;30/06/2024;Autopentasa3 Scoop.;ESF09552761;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;826,79;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2042;;30/06/2024;TLR SPORT PALENCIA;ES12764811H;Espanha;;;Ingenico;746,42;---;;;;;;;;746,42;0;746,42;0;0;746,42;972925,35;Barro, 23;
Fatura-Recibo;2024ES/2042;;30/06/2024;TLR SPORT PALENCIA;ES12764811H;Espanha;;;;;;284779;;Pistones forjados JE Pistons para S3 8P / Golf 5 GTI / León 2 Cupra / Golf 6 R 2.0 TFSI EA113 - Diametro : 82.5mm;1;Uni.;738,42;738,42;738,42;0;738,42;0;0;738,42;738,42;;
Fatura-Recibo;2024ES/2042;;30/06/2024;TLR SPORT PALENCIA;ES12764811H;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;746,42;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2043;;30/06/2024;BDC - Building Dream Cars;ESF95832895;Espanha;;;Alma;666,3;---;;;;;;;;666,3;0;666,3;0;0;666,3;973591,65;Avenida Maria Azcarate ,37;
Fatura-Recibo;2024ES/2043;;30/06/2024;BDC - Building Dream Cars;ESF95832895;Espanha;;;;;;001394.999502;;Embrague Reforzado 550+ Nm Sachs Performance para Golf 5 GTI y Golf 6 ed35;1;Uni.;658,3;658,3;658,3;0;658,3;0;0;658,3;658,3;;
Fatura-Recibo;2024ES/2043;;30/06/2024;BDC - Building Dream Cars;ESF95832895;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;666,3;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/2044;;30/06/2024;ATJ MOTOR S.L.;ESB12863981;Espanha;;;Ingenico;1387,99;---;;;;;;;;1387,99;0;1387,99;0;0;1387,99;974979,64;Barriada las marismas bloque 12 bajo c  María del rocío bloque 5 bajo a;
